,index,Trade,JPM,JPM_stock,Order,Shares,cash,equity_value,port_value,market_impact,Symbol,prev_cash
64,2008-04-04,0.0,41.91,-1000,HOLD,0.0,1106970.0,-41910.0,1065060.0,0.0,JPM,1106970.0
65,2008-04-07,0.0,41.88,-1000,HOLD,0.0,1106970.0,-41880.0,1065090.0,0.0,JPM,1106970.0
66,2008-04-08,0.0,41.25,-1000,HOLD,0.0,1106970.0,-41250.0,1065720.0,0.0,JPM,1106970.0
67,2008-04-09,0.0,40.74,-1000,HOLD,0.0,1106970.0,-40740.0,1066230.0,0.0,JPM,1106970.0
68,2008-04-10,0.0,40.33,-1000,HOLD,0.0,1106970.0,-40330.0,1066640.0,0.0,JPM,1106970.0
69,2008-04-11,0.0,39.11,-1000,HOLD,0.0,1106970.0,-39110.0,1067860.0,0.0,JPM,1106970.0
70,2008-04-14,2000.0,38.16,1000,BUY,2000.0,1030650.0,38160.0,1068810.0,0.0,JPM,1106970.0
71,2008-04-15,0.0,38.73,1000,HOLD,0.0,1030650.0,38730.0,1069380.0,0.0,JPM,1030650.0
72,2008-04-16,0.0,41.34,1000,HOLD,0.0,1030650.0,41340.0,1071990.0,0.0,JPM,1030650.0
73,2008-04-17,0.0,41.49,1000,HOLD,0.0,1030650.0,41490.0,1072140.0,0.0,JPM,1030650.0
74,2008-04-18,-2000.0,42.08,-1000,SELL,2000.0,1114810.0,-42080.0,1072730.0,0.0,JPM,1030650.0
75,2008-04-21,2000.0,41.59,1000,BUY,2000.0,1031630.0,41590.0,1073220.0,0.0,JPM,1114810.0
76,2008-04-22,-2000.0,41.98,-1000,SELL,2000.0,1115590.0,-41980.0,1073610.0,0.0,JPM,1031630.0
77,2008-04-23,2000.0,41.52,1000,BUY,2000.0,1032550.0,41520.0,1074070.0,0.0,JPM,1115590.0
78,2008-04-24,0.0,43.19,1000,HOLD,0.0,1032550.0,43190.0,1075740.0,0.0,JPM,1032550.0
79,2008-04-25,-2000.0,43.95,-1000,SELL,2000.0,1120450.0,-43950.0,1076500.0,0.0,JPM,1032550.0
80,2008-04-28,0.0,43.53,-1000,HOLD,0.0,1120450.0,-43530.0,1076920.0,0.0,JPM,1120450.0
81,2008-04-29,2000.0,43.29,1000,BUY,2000.0,1033870.0,43290.0,1077160.0,0.0,JPM,1120450.0
82,2008-04-30,0.0,43.82,1000,HOLD,0.0,1033870.0,43820.0,1077690.0,0.0,JPM,1033870.0
83,2008-05-01,-2000.0,45.29,-1000,SELL,2000.0,1124450.0,-45290.0,1079160.0,0.0,JPM,1033870.0
84,2008-05-02,0.0,44.75,-1000,HOLD,0.0,1124450.0,-44750.0,1079700.0,0.0,JPM,1124450.0
85,2008-05-05,2000.0,44.14,1000,BUY,2000.0,1036170.0,44140.0,1080310.0,0.0,JPM,1124450.0
86,2008-05-06,-2000.0,44.32,-1000,SELL,2000.0,1124810.0,-44320.0,1080490.0,0.0,JPM,1036170.0
87,2008-05-07,0.0,42.83,-1000,HOLD,0.0,1124810.0,-42830.0,1081980.0,0.0,JPM,1124810.0
88,2008-05-08,2000.0,42.35,1000,BUY,2000.0,1040110.0,42350.0,1082460.0,0.0,JPM,1124810.0
89,2008-05-09,0.0,42.83,1000,HOLD,0.0,1040110.0,42830.0,1082940.0,0.0,JPM,1040110.0
90,2008-05-12,-2000.0,43.44,-1000,SELL,2000.0,1126990.0,-43440.0,1083550.0,0.0,JPM,1040110.0
91,2008-05-13,2000.0,41.82,1000,BUY,2000.0,1043350.0,41820.0,1085170.0,0.0,JPM,1126990.0
92,2008-05-14,0.0,42.22,1000,HOLD,0.0,1043350.0,42220.0,1085570.0,0.0,JPM,1043350.0
93,2008-05-15,-2000.0,43.24,-1000,SELL,2000.0,1129830.0,-43240.0,1086590.0,0.0,JPM,1043350.0
94,2008-05-16,0.0,42.79,-1000,HOLD,0.0,1129830.0,-42790.0,1087040.0,0.0,JPM,1129830.0
95,2008-05-19,0.0,42.29,-1000,HOLD,0.0,1129830.0,-42290.0,1087540.0,0.0,JPM,1129830.0
96,2008-05-20,0.0,40.19,-1000,HOLD,0.0,1129830.0,-40190.0,1089640.0,0.0,JPM,1129830.0
97,2008-05-21,2000.0,39.01,1000,BUY,2000.0,1051810.0,39010.0,1090820.0,0.0,JPM,1129830.0
98,2008-05-22,-2000.0,39.59,-1000,SELL,2000.0,1130990.0,-39590.0,1091400.0,0.0,JPM,1051810.0
99,2008-05-23,2000.0,38.92,1000,BUY,2000.0,1053150.0,38920.0,1092070.0,0.0,JPM,1130990.0
100,2008-05-27,-2000.0,39.55,-1000,SELL,2000.0,1132250.0,-39550.0,1092700.0,0.0,JPM,1053150.0
101,2008-05-28,2000.0,39.41,1000,BUY,2000.0,1053430.0,39410.0,1092840.0,0.0,JPM,1132250.0
102,2008-05-29,-2000.0,40.07,-1000,SELL,2000.0,1133570.0,-40070.0,1093500.0,0.0,JPM,1053430.0
103,2008-05-30,0.0,39.54,-1000,HOLD,0.0,1133570.0,-39540.0,1094030.0,0.0,JPM,1133570.0
104,2008-06-02,0.0,38.76,-1000,HOLD,0.0,1133570.0,-38760.0,1094810.0,0.0,JPM,1133570.0
105,2008-06-03,0.0,38.52,-1000,HOLD,0.0,1133570.0,-38520.0,1095050.0,0.0,JPM,1133570.0
106,2008-06-04,2000.0,38.28,1000,BUY,2000.0,1057010.0,38280.0,1095290.0,0.0,JPM,1133570.0
107,2008-06-05,-2000.0,38.71,-1000,SELL,2000.0,1134430.0,-38710.0,1095720.0,0.0,JPM,1057010.0
108,2008-06-06,0.0,36.87,-1000,HOLD,0.0,1134430.0,-36870.0,1097560.0,0.0,JPM,1134430.0
109,2008-06-09,2000.0,34.49,1000,BUY,2000.0,1065450.0,34490.0,1099940.0,0.0,JPM,1134430.0
