,index,Trade,JPM,JPM_stock,Order,Shares,cash,equity_value,port_value,market_impact,Symbol,prev_cash
268,2009-01-26,0.0,23.24,1000,HOLD,0.0,1336110.0,23240.0,1359350.0,0.0,JPM,1336110.0
269,2009-01-27,0.0,23.77,1000,HOLD,0.0,1336110.0,23770.0,1359880.0,0.0,JPM,1336110.0
270,2009-01-28,-2000.0,26.24,-1000,SELL,2000.0,1388590.0,-26240.0,1362350.0,0.0,JPM,1336110.0
271,2009-01-29,2000.0,24.12,1000,BUY,2000.0,1340350.0,24120.0,1364470.0,0.0,JPM,1388590.0
272,2009-01-30,-2000.0,24.2,-1000,SELL,2000.0,1388750.0,-24200.0,1364550.0,0.0,JPM,1340350.0
273,2009-02-02,0.0,23.9,-1000,HOLD,0.0,1388750.0,-23900.0,1364850.0,0.0,JPM,1388750.0
274,2009-02-03,0.0,22.81,-1000,HOLD,0.0,1388750.0,-22810.0,1365940.0,0.0,JPM,1388750.0
275,2009-02-04,2000.0,22.8,1000,BUY,2000.0,1343150.0,22800.0,1365950.0,0.0,JPM,1388750.0
276,2009-02-05,0.0,23.28,1000,HOLD,0.0,1343150.0,23280.0,1366430.0,0.0,JPM,1343150.0
277,2009-02-06,-2000.0,26.21,-1000,SELL,2000.0,1395570.0,-26210.0,1369360.0,0.0,JPM,1343150.0
278,2009-02-09,0.0,25.88,-1000,HOLD,0.0,1395570.0,-25880.0,1369690.0,0.0,JPM,1395570.0
279,2009-02-10,2000.0,23.35,1000,BUY,2000.0,1348870.0,23350.0,1372220.0,0.0,JPM,1395570.0
280,2009-02-11,0.0,24.75,1000,HOLD,0.0,1348870.0,24750.0,1373620.0,0.0,JPM,1348870.0
281,2009-02-12,-2000.0,24.84,-1000,SELL,2000.0,1398550.0,-24840.0,1373710.0,0.0,JPM,1348870.0
282,2009-02-13,0.0,23.42,-1000,HOLD,0.0,1398550.0,-23420.0,1375130.0,0.0,JPM,1398550.0
283,2009-02-17,0.0,20.53,-1000,HOLD,0.0,1398550.0,-20530.0,1378020.0,0.0,JPM,1398550.0
284,2009-02-18,0.0,20.4,-1000,HOLD,0.0,1398550.0,-20400.0,1378150.0,0.0,JPM,1398550.0
285,2009-02-19,0.0,19.54,-1000,HOLD,0.0,1398550.0,-19540.0,1379010.0,0.0,JPM,1398550.0
286,2009-02-20,0.0,18.88,-1000,HOLD,0.0,1398550.0,-18880.0,1379670.0,0.0,JPM,1398550.0
287,2009-02-23,2000.0,18.51,1000,BUY,2000.0,1361530.0,18510.0,1380040.0,0.0,JPM,1398550.0
288,2009-02-24,0.0,19.94,1000,HOLD,0.0,1361530.0,19940.0,1381470.0,0.0,JPM,1361530.0
289,2009-02-25,0.0,20.61,1000,HOLD,0.0,1361530.0,20610.0,1382140.0,0.0,JPM,1361530.0
290,2009-02-26,-2000.0,21.86,-1000,SELL,2000.0,1405250.0,-21860.0,1383390.0,0.0,JPM,1361530.0
291,2009-02-27,0.0,21.67,-1000,HOLD,0.0,1405250.0,-21670.0,1383580.0,0.0,JPM,1405250.0
292,2009-03-02,0.0,20.07,-1000,HOLD,0.0,1405250.0,-20070.0,1385180.0,0.0,JPM,1405250.0
293,2009-03-03,0.0,19.93,-1000,HOLD,0.0,1405250.0,-19930.0,1385320.0,0.0,JPM,1405250.0
294,2009-03-04,0.0,18.31,-1000,HOLD,0.0,1405250.0,-18310.0,1386940.0,0.0,JPM,1405250.0
295,2009-03-05,0.0,15.75,-1000,HOLD,0.0,1405250.0,-15750.0,1389500.0,0.0,JPM,1405250.0
296,2009-03-06,0.0,15.11,-1000,HOLD,0.0,1405250.0,-15110.0,1390140.0,0.0,JPM,1405250.0
297,2009-03-09,2000.0,15.08,1000,BUY,2000.0,1375090.0,15080.0,1390170.0,0.0,JPM,1405250.0
298,2009-03-10,0.0,18.5,1000,HOLD,0.0,1375090.0,18500.0,1393590.0,0.0,JPM,1375090.0
299,2009-03-11,0.0,19.35,1000,HOLD,0.0,1375090.0,19350.0,1394440.0,0.0,JPM,1375090.0
300,2009-03-12,0.0,22.01,1000,HOLD,0.0,1375090.0,22010.0,1397100.0,0.0,JPM,1375090.0
301,2009-03-13,-2000.0,22.53,-1000,SELL,2000.0,1420150.0,-22530.0,1397620.0,0.0,JPM,1375090.0
302,2009-03-16,2000.0,21.9,1000,BUY,2000.0,1376350.0,21900.0,1398250.0,0.0,JPM,1420150.0
303,2009-03-17,0.0,23.85,1000,HOLD,0.0,1376350.0,23850.0,1400200.0,0.0,JPM,1376350.0
304,2009-03-18,-2000.0,25.71,-1000,SELL,2000.0,1427770.0,-25710.0,1402060.0,0.0,JPM,1376350.0
305,2009-03-19,0.0,23.67,-1000,HOLD,0.0,1427770.0,-23670.0,1404100.0,0.0,JPM,1427770.0
306,2009-03-20,2000.0,21.96,1000,BUY,2000.0,1383850.0,21960.0,1405810.0,0.0,JPM,1427770.0
307,2009-03-23,-2000.0,27.37,-1000,SELL,2000.0,1438590.0,-27370.0,1411220.0,0.0,JPM,1383850.0
308,2009-03-24,2000.0,25.04,1000,BUY,2000.0,1388510.0,25040.0,1413550.0,0.0,JPM,1438590.0
309,2009-03-25,0.0,27.09,1000,HOLD,0.0,1388510.0,27090.0,1415600.0,0.0,JPM,1388510.0
310,2009-03-26,-2000.0,27.6,-1000,SELL,2000.0,1443710.0,-27600.0,1416110.0,0.0,JPM,1388510.0
311,2009-03-27,0.0,25.99,-1000,HOLD,0.0,1443710.0,-25990.0,1417720.0,0.0,JPM,1443710.0
312,2009-03-30,2000.0,23.57,1000,BUY,2000.0,1396570.0,23570.0,1420140.0,0.0,JPM,1443710.0
313,2009-03-31,0.0,25.21,1000,HOLD,0.0,1396570.0,25210.0,1421780.0,0.0,JPM,1396570.0
314,2009-04-01,0.0,26.69,1000,HOLD,0.0,1396570.0,26690.0,1423260.0,0.0,JPM,1396570.0
315,2009-04-02,0.0,26.76,1000,HOLD,0.0,1396570.0,26760.0,1423330.0,0.0,JPM,1396570.0
316,2009-04-03,-2000.0,27.82,-1000,SELL,2000.0,1452210.0,-27820.0,1424390.0,0.0,JPM,1396570.0
317,2009-04-06,0.0,26.8,-1000,HOLD,0.0,1452210.0,-26800.0,1425410.0,0.0,JPM,1452210.0
318,2009-04-07,2000.0,25.89,1000,BUY,2000.0,1400430.0,25890.0,1426320.0,0.0,JPM,1452210.0
319,2009-04-08,0.0,26.06,1000,HOLD,0.0,1400430.0,26060.0,1426490.0,0.0,JPM,1400430.0
320,2009-04-09,0.0,31.12,1000,HOLD,0.0,1400430.0,31120.0,1431550.0,0.0,JPM,1400430.0
321,2009-04-13,-2000.0,32.02,-1000,SELL,2000.0,1464470.0,-32020.000000000004,1432450.0,0.0,JPM,1400430.0
322,2009-04-14,2000.0,29.17,1000,BUY,2000.0,1406130.0,29170.0,1435300.0,0.0,JPM,1464470.0
323,2009-04-15,0.0,30.94,1000,HOLD,0.0,1406130.0,30940.0,1437070.0,0.0,JPM,1406130.0
324,2009-04-16,0.0,31.58,1000,HOLD,0.0,1406130.0,31580.0,1437710.0,0.0,JPM,1406130.0
325,2009-04-17,-2000.0,31.6,-1000,SELL,2000.0,1469330.0,-31600.0,1437730.0,0.0,JPM,1406130.0
326,2009-04-20,2000.0,28.21,1000,BUY,2000.0,1412910.0,28210.0,1441120.0,0.0,JPM,1469330.0
327,2009-04-21,-2000.0,30.91,-1000,SELL,2000.0,1474730.0,-30910.0,1443820.0,0.0,JPM,1412910.0
328,2009-04-22,2000.0,30.31,1000,BUY,2000.0,1414110.0,30310.0,1444420.0,0.0,JPM,1474730.0
329,2009-04-23,0.0,31.56,1000,HOLD,0.0,1414110.0,31560.0,1445670.0,0.0,JPM,1414110.0
330,2009-04-24,-2000.0,31.72,-1000,SELL,2000.0,1477550.0,-31720.0,1445830.0,0.0,JPM,1414110.0
331,2009-04-27,2000.0,31.15,1000,BUY,2000.0,1415250.0,31150.0,1446400.0,0.0,JPM,1477550.0
332,2009-04-28,0.0,31.16,1000,HOLD,0.0,1415250.0,31160.0,1446410.0,0.0,JPM,1415250.0
333,2009-04-29,-2000.0,32.76,-1000,SELL,2000.0,1480770.0,-32759.999999999996,1448010.0,0.0,JPM,1415250.0
334,2009-04-30,0.0,31.36,-1000,HOLD,0.0,1480770.0,-31360.0,1449410.0,0.0,JPM,1480770.0
335,2009-05-01,2000.0,30.87,1000,BUY,2000.0,1419030.0,30870.0,1449900.0,0.0,JPM,1480770.0
336,2009-05-04,-2000.0,34.01,-1000,SELL,2000.0,1487050.0,-34010.0,1453040.0,0.0,JPM,1419030.0
337,2009-05-05,2000.0,33.09,1000,BUY,2000.0,1420870.0,33090.0,1453960.0,0.0,JPM,1487050.0
338,2009-05-06,-2000.0,35.37,-1000,SELL,2000.0,1491610.0,-35370.0,1456240.0,0.0,JPM,1420870.0
339,2009-05-07,2000.0,33.48,1000,BUY,2000.0,1424650.0,33480.0,1458130.0,0.0,JPM,1491610.0
340,2009-05-08,-2000.0,37.0,-1000,SELL,2000.0,1498650.0,-37000.0,1461650.0,0.0,JPM,1424650.0
341,2009-05-11,0.0,34.05,-1000,HOLD,0.0,1498650.0,-34050.0,1464600.0,0.0,JPM,1498650.0
342,2009-05-12,0.0,33.6,-1000,HOLD,0.0,1498650.0,-33600.0,1465050.0,0.0,JPM,1498650.0
343,2009-05-13,2000.0,32.35,1000,BUY,2000.0,1433950.0,32350.0,1466300.0,0.0,JPM,1498650.0
344,2009-05-14,-2000.0,33.77,-1000,SELL,2000.0,1501490.0,-33770.0,1467720.0,0.0,JPM,1433950.0
345,2009-05-15,2000.0,33.17,1000,BUY,2000.0,1435150.0,33170.0,1468320.0,0.0,JPM,1501490.0
346,2009-05-18,-2000.0,35.4,-1000,SELL,2000.0,1505950.0,-35400.0,1470550.0,0.0,JPM,1435150.0
347,2009-05-19,0.0,34.03,-1000,HOLD,0.0,1505950.0,-34030.0,1471920.0,0.0,JPM,1505950.0
348,2009-05-20,2000.0,32.83,1000,BUY,2000.0,1440290.0,32830.0,1473120.0,0.0,JPM,1505950.0
349,2009-05-21,-2000.0,33.16,-1000,SELL,2000.0,1506610.0,-33160.0,1473450.0,0.0,JPM,1440290.0
350,2009-05-22,2000.0,32.7,1000,BUY,2000.0,1441210.0,32700.000000000004,1473910.0,0.0,JPM,1506610.0
351,2009-05-26,-2000.0,34.72,-1000,SELL,2000.0,1510650.0,-34720.0,1475930.0,0.0,JPM,1441210.0
352,2009-05-27,2000.0,32.93,1000,BUY,2000.0,1444790.0,32930.0,1477720.0,0.0,JPM,1510650.0
353,2009-05-28,0.0,34.82,1000,HOLD,0.0,1444790.0,34820.0,1479610.0,0.0,JPM,1444790.0
354,2009-05-29,-2000.0,35.06,-1000,SELL,2000.0,1514910.0,-35060.0,1479850.0,0.0,JPM,1444790.0
355,2009-06-01,0.0,34.31,-1000,HOLD,0.0,1514910.0,-34310.0,1480600.0,0.0,JPM,1514910.0
356,2009-06-02,0.0,32.78,-1000,HOLD,0.0,1514910.0,-32780.0,1482130.0,0.0,JPM,1514910.0
357,2009-06-03,2000.0,32.29,1000,BUY,2000.0,1450330.0,32290.0,1482620.0,0.0,JPM,1514910.0
358,2009-06-04,-2000.0,33.59,-1000,SELL,2000.0,1517510.0,-33590.0,1483920.0,0.0,JPM,1450330.0
359,2009-06-05,2000.0,32.83,1000,BUY,2000.0,1451850.0,32830.0,1484680.0,0.0,JPM,1517510.0
360,2009-06-08,-2000.0,33.63,-1000,SELL,2000.0,1519110.0,-33630.0,1485480.0,0.0,JPM,1451850.0
361,2009-06-09,0.0,33.5,-1000,HOLD,0.0,1519110.0,-33500.0,1485610.0,0.0,JPM,1519110.0
362,2009-06-10,2000.0,33.1,1000,BUY,2000.0,1452910.0,33100.0,1486010.0,0.0,JPM,1519110.0
363,2009-06-11,0.0,33.2,1000,HOLD,0.0,1452910.0,33200.0,1486110.0,0.0,JPM,1452910.0
364,2009-06-12,-2000.0,33.38,-1000,SELL,2000.0,1519670.0,-33380.0,1486290.0,0.0,JPM,1452910.0
365,2009-06-15,0.0,32.31,-1000,HOLD,0.0,1519670.0,-32310.000000000004,1487360.0,0.0,JPM,1519670.0
366,2009-06-16,0.0,31.83,-1000,HOLD,0.0,1519670.0,-31830.0,1487840.0,0.0,JPM,1519670.0
367,2009-06-17,2000.0,31.1,1000,BUY,2000.0,1457470.0,31100.0,1488570.0,0.0,JPM,1519670.0
368,2009-06-18,0.0,32.47,1000,HOLD,0.0,1457470.0,32470.0,1489940.0,0.0,JPM,1457470.0
369,2009-06-19,-2000.0,33.26,-1000,SELL,2000.0,1523990.0,-33260.0,1490730.0,0.0,JPM,1457470.0
370,2009-06-22,2000.0,31.23,1000,BUY,2000.0,1461530.0,31230.0,1492760.0,0.0,JPM,1523990.0
371,2009-06-23,-2000.0,31.9,-1000,SELL,2000.0,1525330.0,-31900.0,1493430.0,0.0,JPM,1461530.0
372,2009-06-24,2000.0,31.79,1000,BUY,2000.0,1461750.0,31790.0,1493540.0,0.0,JPM,1525330.0
373,2009-06-25,0.0,32.44,1000,HOLD,0.0,1461750.0,32439.999999999996,1494190.0,0.0,JPM,1461750.0
374,2009-06-26,0.0,32.73,1000,HOLD,0.0,1461750.0,32729.999999999996,1494480.0,0.0,JPM,1461750.0
375,2009-06-29,-2000.0,32.88,-1000,SELL,2000.0,1527510.0,-32880.0,1494630.0,0.0,JPM,1461750.0
376,2009-06-30,0.0,32.41,-1000,HOLD,0.0,1527510.0,-32409.999999999996,1495100.0,0.0,JPM,1527510.0
377,2009-07-01,0.0,32.13,-1000,HOLD,0.0,1527510.0,-32130.000000000004,1495380.0,0.0,JPM,1527510.0
378,2009-07-02,2000.0,30.71,1000,BUY,2000.0,1466090.0,30710.0,1496800.0,0.0,JPM,1527510.0
379,2009-07-06,0.0,31.02,1000,HOLD,0.0,1466090.0,31020.0,1497110.0,0.0,JPM,1466090.0
380,2009-07-07,-2000.0,31.22,-1000,SELL,2000.0,1528530.0,-31220.0,1497310.0,0.0,JPM,1466090.0
381,2009-07-08,2000.0,31.13,1000,BUY,2000.0,1466270.0,31130.0,1497400.0,0.0,JPM,1528530.0
382,2009-07-09,-2000.0,31.99,-1000,SELL,2000.0,1530250.0,-31990.0,1498260.0,0.0,JPM,1466270.0
383,2009-07-10,2000.0,30.77,1000,BUY,2000.0,1468710.0,30770.0,1499480.0,0.0,JPM,1530250.0
384,2009-07-13,-2000.0,33.03,-1000,SELL,2000.0,1534770.0,-33030.0,1501740.0,0.0,JPM,1468710.0
385,2009-07-14,2000.0,33.02,1000,BUY,2000.0,1468730.0,33020.0,1501750.0,0.0,JPM,1534770.0
386,2009-07-15,-2000.0,34.5,-1000,SELL,2000.0,1537730.0,-34500.0,1503230.0,0.0,JPM,1468730.0
387,2009-07-16,2000.0,34.38,1000,BUY,2000.0,1468970.0,34380.0,1503350.0,0.0,JPM,1537730.0
388,2009-07-17,0.0,35.1,1000,HOLD,0.0,1468970.0,35100.0,1504070.0,0.0,JPM,1468970.0
389,2009-07-20,-2000.0,35.19,-1000,SELL,2000.0,1539350.0,-35190.0,1504160.0,0.0,JPM,1468970.0
390,2009-07-21,0.0,35.15,-1000,HOLD,0.0,1539350.0,-35150.0,1504200.0,0.0,JPM,1539350.0
391,2009-07-22,2000.0,35.05,1000,BUY,2000.0,1469250.0,35050.0,1504300.0,0.0,JPM,1539350.0
392,2009-07-23,-2000.0,36.3,-1000,SELL,2000.0,1541850.0,-36300.0,1505550.0,0.0,JPM,1469250.0
393,2009-07-24,2000.0,36.08,1000,BUY,2000.0,1469690.0,36080.0,1505770.0,0.0,JPM,1541850.0
394,2009-07-27,-2000.0,36.28,-1000,SELL,2000.0,1542250.0,-36280.0,1505970.0,0.0,JPM,1469690.0
395,2009-07-28,0.0,36.24,-1000,HOLD,0.0,1542250.0,-36240.0,1506010.0,0.0,JPM,1542250.0
396,2009-07-29,2000.0,35.94,1000,BUY,2000.0,1470370.0,35940.0,1506310.0,0.0,JPM,1542250.0
397,2009-07-30,0.0,36.61,1000,HOLD,0.0,1470370.0,36610.0,1506980.0,0.0,JPM,1470370.0
398,2009-07-31,0.0,36.78,1000,HOLD,0.0,1470370.0,36780.0,1507150.0,0.0,JPM,1470370.0
399,2009-08-03,0.0,37.68,1000,HOLD,0.0,1470370.0,37680.0,1508050.0,0.0,JPM,1470370.0
400,2009-08-04,0.0,38.26,1000,HOLD,0.0,1470370.0,38260.0,1508630.0,0.0,JPM,1470370.0
401,2009-08-05,-2000.0,39.76,-1000,SELL,2000.0,1549890.0,-39760.0,1510130.0,0.0,JPM,1470370.0
402,2009-08-06,2000.0,38.78,1000,BUY,2000.0,1472330.0,38780.0,1511110.0,0.0,JPM,1549890.0
403,2009-08-07,0.0,40.31,1000,HOLD,0.0,1472330.0,40310.0,1512640.0,0.0,JPM,1472330.0
404,2009-08-10,-2000.0,40.62,-1000,SELL,2000.0,1553570.0,-40620.0,1512950.0,0.0,JPM,1472330.0
405,2009-08-11,2000.0,39.24,1000,BUY,2000.0,1475090.0,39240.0,1514330.0,0.0,JPM,1553570.0
406,2009-08-12,0.0,40.17,1000,HOLD,0.0,1475090.0,40170.0,1515260.0,0.0,JPM,1475090.0
407,2009-08-13,-2000.0,40.82,-1000,SELL,2000.0,1556730.0,-40820.0,1515910.0,0.0,JPM,1475090.0
408,2009-08-14,0.0,40.39,-1000,HOLD,0.0,1556730.0,-40390.0,1516340.0,0.0,JPM,1556730.0
409,2009-08-17,2000.0,38.76,1000,BUY,2000.0,1479210.0,38760.0,1517970.0,0.0,JPM,1556730.0
410,2009-08-18,-2000.0,39.68,-1000,SELL,2000.0,1558570.0,-39680.0,1518890.0,0.0,JPM,1479210.0
411,2009-08-19,2000.0,39.4,1000,BUY,2000.0,1479770.0,39400.0,1519170.0,0.0,JPM,1558570.0
412,2009-08-20,0.0,40.37,1000,HOLD,0.0,1479770.0,40370.0,1520140.0,0.0,JPM,1479770.0
413,2009-08-21,-2000.0,41.55,-1000,SELL,2000.0,1562870.0,-41550.0,1521320.0,0.0,JPM,1479770.0
414,2009-08-24,2000.0,40.93,1000,BUY,2000.0,1481010.0,40930.0,1521940.0,0.0,JPM,1562870.0
415,2009-08-25,-2000.0,41.47,-1000,SELL,2000.0,1563950.0,-41470.0,1522480.0,0.0,JPM,1481010.0
416,2009-08-26,2000.0,41.2,1000,BUY,2000.0,1481550.0,41200.0,1522750.0,0.0,JPM,1563950.0
417,2009-08-27,-2000.0,41.35,-1000,SELL,2000.0,1564250.0,-41350.0,1522900.0,0.0,JPM,1481550.0
418,2009-08-28,2000.0,40.84,1000,BUY,2000.0,1482570.0,40840.0,1523410.0,0.0,JPM,1564250.0
419,2009-08-31,-2000.0,41.36,-1000,SELL,2000.0,1565290.0,-41360.0,1523930.0,0.0,JPM,1482570.0
420,2009-09-01,0.0,39.65,-1000,HOLD,0.0,1565290.0,-39650.0,1525640.0,0.0,JPM,1565290.0
421,2009-09-02,2000.0,38.88,1000,BUY,2000.0,1487530.0,38880.0,1526410.0,0.0,JPM,1565290.0
422,2009-09-03,0.0,40.07,1000,HOLD,0.0,1487530.0,40070.0,1527600.0,0.0,JPM,1487530.0
423,2009-09-04,0.0,40.29,1000,HOLD,0.0,1487530.0,40290.0,1527820.0,0.0,JPM,1487530.0
424,2009-09-08,0.0,40.48,1000,HOLD,0.0,1487530.0,40480.0,1528010.0,0.0,JPM,1487530.0
425,2009-09-09,0.0,40.78,1000,HOLD,0.0,1487530.0,40780.0,1528310.0,0.0,JPM,1487530.0
426,2009-09-10,-2000.0,40.94,-1000,SELL,2000.0,1569410.0,-40940.0,1528470.0,0.0,JPM,1487530.0
427,2009-09-11,2000.0,40.44,1000,BUY,2000.0,1488530.0,40440.0,1528970.0,0.0,JPM,1569410.0
428,2009-09-14,-2000.0,41.63,-1000,SELL,2000.0,1571790.0,-41630.0,1530160.0,0.0,JPM,1488530.0
429,2009-09-15,2000.0,41.1,1000,BUY,2000.0,1489590.0,41100.0,1530690.0,0.0,JPM,1571790.0
430,2009-09-16,0.0,42.49,1000,HOLD,0.0,1489590.0,42490.0,1532080.0,0.0,JPM,1489590.0
431,2009-09-17,-2000.0,42.78,-1000,SELL,2000.0,1575150.0,-42780.0,1532370.0,0.0,JPM,1489590.0
432,2009-09-18,0.0,42.77,-1000,HOLD,0.0,1575150.0,-42770.0,1532380.0,0.0,JPM,1575150.0
433,2009-09-21,2000.0,42.39,1000,BUY,2000.0,1490370.0,42390.0,1532760.0,0.0,JPM,1575150.0
434,2009-09-22,-2000.0,44.22,-1000,SELL,2000.0,1578810.0,-44220.0,1534590.0,0.0,JPM,1490370.0
435,2009-09-23,0.0,42.88,-1000,HOLD,0.0,1578810.0,-42880.0,1535930.0,0.0,JPM,1578810.0
436,2009-09-24,0.0,42.22,-1000,HOLD,0.0,1578810.0,-42220.0,1536590.0,0.0,JPM,1578810.0
437,2009-09-25,2000.0,41.54,1000,BUY,2000.0,1495730.0,41540.0,1537270.0,0.0,JPM,1578810.0
438,2009-09-28,0.0,42.64,1000,HOLD,0.0,1495730.0,42640.0,1538370.0,0.0,JPM,1495730.0
439,2009-09-29,-2000.0,42.71,-1000,SELL,2000.0,1581150.0,-42710.0,1538440.0,0.0,JPM,1495730.0
440,2009-09-30,0.0,41.7,-1000,HOLD,0.0,1581150.0,-41700.0,1539450.0,0.0,JPM,1581150.0
441,2009-10-01,2000.0,39.37,1000,BUY,2000.0,1502410.0,39370.0,1541780.0,0.0,JPM,1581150.0
442,2009-10-02,0.0,39.88,1000,HOLD,0.0,1502410.0,39880.0,1542290.0,0.0,JPM,1502410.0
443,2009-10-05,0.0,41.73,1000,HOLD,0.0,1502410.0,41730.0,1544140.0,0.0,JPM,1502410.0
444,2009-10-06,0.0,42.79,1000,HOLD,0.0,1502410.0,42790.0,1545200.0,0.0,JPM,1502410.0
445,2009-10-07,-2000.0,43.54,-1000,SELL,2000.0,1589490.0,-43540.0,1545950.0,0.0,JPM,1502410.0
446,2009-10-08,2000.0,43.16,1000,BUY,2000.0,1503170.0,43160.0,1546330.0,0.0,JPM,1589490.0
447,2009-10-09,0.0,43.68,1000,HOLD,0.0,1503170.0,43680.0,1546850.0,0.0,JPM,1503170.0
448,2009-10-12,-2000.0,43.9,-1000,SELL,2000.0,1590970.0,-43900.0,1547070.0,0.0,JPM,1503170.0
449,2009-10-13,2000.0,43.5,1000,BUY,2000.0,1503970.0,43500.0,1547470.0,0.0,JPM,1590970.0
450,2009-10-14,0.0,44.93,1000,HOLD,0.0,1503970.0,44930.0,1548900.0,0.0,JPM,1503970.0
451,2009-10-15,-2000.0,44.93,-1000,SELL,2000.0,1593830.0,-44930.0,1548900.0,0.0,JPM,1503970.0
452,2009-10-16,0.0,43.88,-1000,HOLD,0.0,1593830.0,-43880.0,1549950.0,0.0,JPM,1593830.0
453,2009-10-19,2000.0,43.81,1000,BUY,2000.0,1506210.0,43810.0,1550020.0,0.0,JPM,1593830.0
454,2009-10-20,-2000.0,43.85,-1000,SELL,2000.0,1593910.0,-43850.0,1550060.0,0.0,JPM,1506210.0
455,2009-10-21,2000.0,42.54,1000,BUY,2000.0,1508830.0,42540.0,1551370.0,0.0,JPM,1593910.0
456,2009-10-22,-2000.0,43.55,-1000,SELL,2000.0,1595930.0,-43550.0,1552380.0,0.0,JPM,1508830.0
457,2009-10-23,0.0,43.09,-1000,HOLD,0.0,1595930.0,-43090.0,1552840.0,0.0,JPM,1595930.0
458,2009-10-26,2000.0,41.75,1000,BUY,2000.0,1512430.0,41750.0,1554180.0,0.0,JPM,1595930.0
459,2009-10-27,-2000.0,41.82,-1000,SELL,2000.0,1596070.0,-41820.0,1554250.0,0.0,JPM,1512430.0
460,2009-10-28,2000.0,40.66,1000,BUY,2000.0,1514750.0,40660.0,1555410.0,0.0,JPM,1596070.0
461,2009-10-29,-2000.0,42.25,-1000,SELL,2000.0,1599250.0,-42250.0,1557000.0,0.0,JPM,1514750.0
462,2009-10-30,2000.0,39.8,1000,BUY,2000.0,1519650.0,39800.0,1559450.0,0.0,JPM,1599250.0
463,2009-11-02,0.0,40.57,1000,HOLD,0.0,1519650.0,40570.0,1560220.0,0.0,JPM,1519650.0
464,2009-11-03,-2000.0,40.68,-1000,SELL,2000.0,1601010.0,-40680.0,1560330.0,0.0,JPM,1519650.0
465,2009-11-04,2000.0,40.21,1000,BUY,2000.0,1520590.0,40210.0,1560800.0,0.0,JPM,1601010.0
466,2009-11-05,-2000.0,41.8,-1000,SELL,2000.0,1604190.0,-41800.0,1562390.0,0.0,JPM,1520590.0
467,2009-11-06,2000.0,41.42,1000,BUY,2000.0,1521350.0,41420.0,1562770.0,0.0,JPM,1604190.0
468,2009-11-09,-2000.0,42.25,-1000,SELL,2000.0,1605850.0,-42250.0,1563600.0,0.0,JPM,1521350.0
469,2009-11-10,2000.0,42.08,1000,BUY,2000.0,1521690.0,42080.0,1563770.0,0.0,JPM,1605850.0
470,2009-11-11,-2000.0,42.23,-1000,SELL,2000.0,1606150.0,-42230.0,1563920.0,0.0,JPM,1521690.0
471,2009-11-12,0.0,41.25,-1000,HOLD,0.0,1606150.0,-41250.0,1564900.0,0.0,JPM,1606150.0
472,2009-11-13,2000.0,40.87,1000,BUY,2000.0,1524410.0,40870.0,1565280.0,0.0,JPM,1606150.0
473,2009-11-16,0.0,41.01,1000,HOLD,0.0,1524410.0,41010.0,1565420.0,0.0,JPM,1524410.0
474,2009-11-17,0.0,41.12,1000,HOLD,0.0,1524410.0,41120.0,1565530.0,0.0,JPM,1524410.0
475,2009-11-18,-2000.0,41.33,-1000,SELL,2000.0,1607070.0,-41330.0,1565740.0,0.0,JPM,1524410.0
476,2009-11-19,0.0,40.54,-1000,HOLD,0.0,1607070.0,-40540.0,1566530.0,0.0,JPM,1607070.0
477,2009-11-20,2000.0,40.45,1000,BUY,2000.0,1526170.0,40450.0,1566620.0,0.0,JPM,1607070.0
478,2009-11-23,-2000.0,41.23,-1000,SELL,2000.0,1608630.0,-41230.0,1567400.0,0.0,JPM,1526170.0
479,2009-11-24,0.0,40.47,-1000,HOLD,0.0,1608630.0,-40470.0,1568160.0,0.0,JPM,1608630.0
480,2009-11-25,0.0,40.17,-1000,HOLD,0.0,1608630.0,-40170.0,1568460.0,0.0,JPM,1608630.0
481,2009-11-27,2000.0,39.38,1000,BUY,2000.0,1529870.0,39380.0,1569250.0,0.0,JPM,1608630.0
482,2009-11-30,-2000.0,40.48,-1000,SELL,2000.0,1610830.0,-40480.0,1570350.0,0.0,JPM,1529870.0
483,2009-12-01,0.0,40.22,-1000,HOLD,0.0,1610830.0,-40220.0,1570610.0,0.0,JPM,1610830.0
484,2009-12-02,0.0,39.95,-1000,HOLD,0.0,1610830.0,-39950.0,1570880.0,0.0,JPM,1610830.0
485,2009-12-03,2000.0,39.44,1000,BUY,2000.0,1531950.0,39440.0,1571390.0,0.0,JPM,1610830.0
486,2009-12-04,-2000.0,39.77,-1000,SELL,2000.0,1611490.0,-39770.0,1571720.0,0.0,JPM,1531950.0
487,2009-12-07,0.0,39.3,-1000,HOLD,0.0,1611490.0,-39300.0,1572190.0,0.0,JPM,1611490.0
488,2009-12-08,0.0,39.26,-1000,HOLD,0.0,1611490.0,-39260.0,1572230.0,0.0,JPM,1611490.0
489,2009-12-09,2000.0,39.24,1000,BUY,2000.0,1533010.0,39240.0,1572250.0,0.0,JPM,1611490.0
490,2009-12-10,-2000.0,39.32,-1000,SELL,2000.0,1611650.0,-39320.0,1572330.0,0.0,JPM,1533010.0
491,2009-12-11,2000.0,39.02,1000,BUY,2000.0,1533610.0,39020.0,1572630.0,0.0,JPM,1611650.0
492,2009-12-14,-2000.0,39.8,-1000,SELL,2000.0,1613210.0,-39800.0,1573410.0,0.0,JPM,1533610.0
