,SPY,JPM,Position,Trade
2008-05-21,0.9672342035565644,1.0140369118793866,0,0
2008-05-22,0.9673855467272039,1.0291135950090982,0,0
2008-05-23,0.9544457056375331,1.0116974265661556,0,0
2008-05-27,0.9614831630722663,1.028073823758773,0,0
2008-05-28,0.9659477866061295,1.0244346243826357,0,0
2008-05-29,0.9707907680665909,1.0415908500129971,0,0
2008-05-30,0.9732122587968218,1.0278138809461919,0,0
2008-06-02,0.9631479379493,1.0075383415648558,0,0
2008-06-03,0.9575482406356414,1.0012997140629063,0,0
2008-06-04,0.9570185395384033,0.9950610865609566,0,0
2008-06-05,0.9761634506242906,1.0062386275019497,0,0
2008-06-06,0.9450624290578887,0.9584091499870028,0,0
2008-06-09,0.94733257661748,0.8965427605926697,0,0
2008-06-10,0.9426409383276578,0.9152586430985183,0,0
2008-06-11,0.9287173666288309,0.8874447621523265,0,0
2008-06-12,0.9322739311388574,0.9085001299714064,0,0
2008-06-13,0.9440786984487325,0.9461918377956849,0,0
2008-06-16,0.9446083995459704,0.9547699506108656,0,0
2008-06-17,0.9400681044267877,0.9331946971666233,0,0
2008-06-18,0.9309118426031024,0.9261762412269302,0,0
2008-06-19,0.9320469163828982,0.923836755913699,0,0
2008-06-20,0.9169882709042755,0.9051208734078503,0,0
2008-06-23,0.9160802118804389,0.8814660774629581,0,0
2008-06-24,0.9142640938327657,0.9017416168442942,0,0
2008-06-25,0.9185773741959894,0.9061606446581753,0,0
2008-06-26,0.8936057510404842,0.8682089940213154,0,0
2008-06-27,0.8887627695800226,0.8377956849493111,0,0
2008-06-30,0.8918653045781308,0.8201195736937874,0,0
2008-07-01,0.8946651532349602,0.8221991161944372,0,0
2008-07-02,0.8793038214150586,0.8362360280738238,0,0
2008-07-03,0.8802118804388951,0.853392253704185,0,0
2008-07-07,0.8712069617858493,0.8227190018195997,0,0
2008-07-08,0.8867196367763904,0.864569794645178,0,0
2008-07-09,0.8696178584941354,0.828697686508968,0,0
2008-07-10,0.8731744230041619,0.834156485573174,0,0
2008-07-11,0.8630344305713205,0.8016636340005199,0,0
2008-07-14,0.85524025728339,0.7660514686768911,0,0
2008-07-15,0.8431328036322361,0.7499350142968547,0,0
2008-07-16,0.8638668180098372,0.8687288796464778,0,0
2008-07-17,0.8724933787362845,0.9862230309331946,0,0
2008-07-18,0.8779417328793038,0.9672472056147648,0,0
2008-07-21,0.8783957623912221,0.9342344684169482,0,0
2008-07-22,0.8883844116534242,0.9877826878086822,0,0
2008-07-23,0.893151721528566,1.014296854691968,0,0
2008-07-24,0.8746878547105562,0.9461918377956849,0,0
2008-07-25,0.874460839954597,0.9552898362360281,0,0
2008-07-28,0.8615966704502459,0.910319729659475,0,0
2008-07-29,0.8799848656829361,0.9849233168702886,0,0
2008-07-30,0.8957245554294363,1.0049389134390434,0,0
2008-07-31,0.8838441165342413,0.982063945931895,0,0
2008-08-01,0.8791524782444192,0.9851832596828698,0,0
2008-08-04,0.87105561861521,0.9703665193657395,0,0
2008-08-05,0.8945138100643207,1.0124772550038992,0,0
2008-08-06,0.8984487325009459,1.0005198856251625,0,0
2008-08-07,0.8851305334846764,0.9623082921757214,0,0
2008-08-08,0.9015512674990541,0.9927216012477255,0,0
2008-08-11,0.9108588724933787,1.0124772550038992,0,0
2008-08-12,0.9013999243284146,0.9165583571614244,0,0
2008-08-13,0.8959515701853954,0.8921237327787886,0,0
2008-08-14,0.9027620128641695,0.9139589290356122,0,0
2008-08-15,0.9071509648127127,0.9201975565375617,0,0
2008-08-18,0.89474082482028,0.8879646477774888,0,0
2008-08-19,0.884979190314037,0.8601507668312972,0,0
2008-08-20,0.8890654559213015,0.8944632180920197,0,0
2008-08-21,0.8905788876276958,0.8765271640239147,0,0
2008-08-22,0.9035187287173666,0.9105796724720562,0,0
2008-08-25,0.8852062050699963,0.87340785027294,0,0
2008-08-26,0.8877790389708663,0.8848453340265142,0,0
2008-08-27,0.8964055996973136,0.8978424746555758,0,0
2008-08-28,0.9073023079833522,0.9396932674811541,0,0
2008-08-29,0.8975406734771093,0.9303353262282298,0,0
2008-09-02,0.8919409761634506,0.9425526384195477,0,0
2008-09-03,0.8911842603102534,0.9599688068624903,0,0
2008-09-04,0.8643208475217555,0.9162984143488433,0,0
2008-09-05,0.8670450245932652,0.9571094359240967,0,0
2008-09-08,0.884979190314037,1.004419027813881,0,0
2008-09-09,0.8587211502080968,0.9539901221731221,0,0
2008-09-10,0.8622020431328036,0.9524304652976345,0,0
2008-09-11,0.8746878547105562,1.006758513127112,0,0
2008-09-12,0.8786984487325009,0.9950610865609566,0,0
2008-09-15,0.8368520620507,0.8944632180920197,0,0
2008-09-16,0.8508513053348468,0.9846633740577074,0,0
2008-09-17,0.8126371547483919,0.864569794645178,0,0
2008-09-18,0.8367763904653802,0.9740057187418768,0,0
2008-09-19,0.869996216420734,1.1372498050428905,0,0
2008-09-22,0.850245932652289,0.9862230309331946,0,0
2008-09-23,0.8309496783957624,0.9805042890564076,0,0
2008-09-24,0.8335981838819523,0.9789446321809201,0,0
2008-09-25,0.8466136965569429,1.050428905640759,0,0
2008-09-26,0.847067726068861,1.1661034572394073,0,0
2008-09-29,0.7807037457434733,0.9911619443722383,0,0
2008-09-30,0.8130155126749905,1.1289316350402911,0,0
2008-10-01,0.8134695421869088,1.1996360800623862,0,0
2008-10-02,0.7839576239122209,1.2141928775669353,0,0
2008-10-03,0.7733636019674612,1.1180140369118794,0,0
2008-10-06,0.7340143776012107,1.07174421627242,0,0
2008-10-07,0.7010972379871359,0.9578892643618404,0,0
2008-10-08,0.6834657586076428,0.9573693787366779,0,0
2008-10-09,0.6357169882709043,0.8934234468416948,0,0
2008-10-10,0.6202799848656829,1.014296854691968,0,0
2008-10-13,0.7104048429814604,1.0228749675071485,0,0
2008-10-14,0.6998864926220204,0.9916818299974005,0,0
2008-10-15,0.6309496783957623,0.9376137249805043,0,0
2008-10-16,0.6572077185017026,0.9862230309331946,0,0
2008-10-17,0.6533484676503972,0.9578892643618404,0,0
2008-10-20,0.6925463488460083,0.9903821159344944,0,0
2008-10-21,0.6718880060537269,0.9680270340525086,0,0
2008-10-22,0.6353386303443056,0.9053808162204315,0,0
2008-10-23,0.6426787741203178,0.9220171562256304,0,0
2008-10-24,0.6100643208475217,0.8630101377696908,0,0
2008-10-27,0.588422247446084,0.8281778008838055,0,0
2008-10-28,0.6572077185017026,0.9157785287236807,0,0
2008-10-29,0.6524404086265607,0.8697686508968028,0,0
2008-10-30,0.674990541051835,0.9162984143488433,0,0
2008-10-31,0.6786984487325008,1.0046789706264623,0,0
2008-11-03,0.6806659099508134,0.9922017156225631,0,0
2008-11-04,0.7038214150586455,1.0272939953210294,0,0
2008-11-05,0.6742338251986378,0.9552898362360281,0,0
2008-11-06,0.6368520620506999,0.9318949831037172,0,0
2008-11-07,0.65788876276958,0.919417728099818,0,0
2008-11-10,0.6492622020431328,0.886924876527164,0,0
2008-11-11,0.629209231933409,0.8853652196516767,0,0
2008-11-12,0.6015134317063942,0.8419547699506109,0,0
2008-11-13,0.6390465380249716,0.905900701845594,0,0
2008-11-14,0.607113129020053,0.8396152846373798,0,0
2008-11-17,0.5990919409761635,0.7982843774369639,0,0
2008-11-18,0.6103670071888005,0.7829477514946712,0,0
2008-11-19,0.5712447975785092,0.6935274239667273,0,0
2008-11-20,0.5288687097994703,0.5695347023654797,0,0
2008-11-21,0.5573968974650019,0.5534182479854431,0,0
2008-11-24,0.5959894059780553,0.6716922277099039,0,0
2008-11-25,0.6003783579265985,0.7252404471016376,0,0
2008-11-26,0.6236095346197502,0.745775929295555,0,0
2008-11-28,0.6314793794930004,0.7712503249285158,0,0
2008-12-01,0.5754824063564131,0.6363400051988563,0,0
2008-12-02,0.5976541808550889,0.6948271380296335,0,0
2008-12-03,0.6120317820658342,0.7369378736677932,0,0
2008-12-04,0.597881195611048,0.756953470236548,0,0
2008-12-05,0.6163450624290578,0.8123212893163504,0,0
2008-12-08,0.6378357926598562,0.8887444762152327,0,0
2008-12-09,0.6273174423004162,0.8271380296334807,0,0
2008-12-10,0.63155505107832,0.8164803743176502,0,0
2008-12-11,0.6163450624290578,0.7293995321029373,0,0
2008-12-12,0.6237608777903897,0.7535742136729919,0,0
2008-12-15,0.6150586454786228,0.6974265661554457,0,0
2008-12-16,0.6439651910707529,0.7878866649337146,0,0
2008-12-17,0.6377601210745365,0.7759292955549779,0,0
2008-12-18,0.6258796821793415,0.7358981024174681,0,0
2008-12-19,0.6231555051078319,0.7384975305432805,0,0
2008-12-22,0.6151343170639425,0.7262802183519627,0,0
2008-12-23,0.6087779038970866,0.7091239927216013,0,0
2008-12-24,0.6123344684071131,0.7270600467897063,0,0
2008-12-26,0.6158910329171396,0.7257603327268002,0,0
2008-12-29,0.6140749148694665,0.725500389914219,0,0
2008-12-30,0.628679530836171,0.7553938133610606,0,0
2008-12-31,0.6376087779038971,0.768131011177541,0,0
2009-01-02,0.656829360575104,0.7730699246165843,0,0
2009-01-05,0.656072644721907,0.7210813621003379,0,0
2009-01-06,0.6604615966704502,0.7366779308552118,0,0
2009-01-07,0.6407113129020053,0.6924876527164024,0,0
2009-01-08,0.6432841468028755,0.6711723420847414,0,0
2009-01-09,0.6295119182746878,0.6402391473875747,0,0
2009-01-12,0.6143776012107454,0.6142448661294515,0,0
2009-01-13,0.6155126749905411,0.649597088640499,0,0
2009-01-14,0.5961407491486946,0.6389394333246685,0,0
2009-01-15,0.5963677639046538,0.600207954250065,0,0
2009-01-16,0.601059402194476,0.5625162464257863,0,0
2009-01-20,0.5692773363601967,0.4460618663893943,0,0
2009-01-21,0.5938706015891033,0.5578372757993242,0,0
2009-01-22,0.584714339765418,0.5695347023654797,0,0
2009-01-23,0.5872871736662882,0.5986482973745776,0,0
2009-01-26,0.5912977676882331,0.6041070964387835,0,0
2009-01-27,0.5972758229284904,0.6178840655055888,0,0
2009-01-28,0.6174801362088536,0.6820899402131531,0,0
2009-01-29,0.5974271660991298,0.6269820639459319,0,0
2009-01-30,0.585244040862656,0.6290616064465817,0,0
2009-02-02,0.5835035944003026,0.6212633220691448,0,0
2009-02-03,0.5916761256148316,0.5929295554977905,0,0
2009-02-04,0.5888006053726825,0.5926696126852092,0,0
2009-02-05,0.5975785092697692,0.6051468676891084,0,0
2009-02-06,0.6146046159667045,0.6813101117754095,0,0
2009-02-09,0.6154370034052213,0.6727319989602287,0,0
2009-02-10,0.5872871736662882,0.6069664673771771,0,0
2009-02-11,0.5906923950056754,0.6433584611385496,0,0
2009-02-12,0.5911464245175937,0.6456979464517806,0,0
2009-02-13,0.5847900113507378,0.6087860670652457,0,0
2009-02-17,0.5597427166099129,0.5336625942292696,0,0
2009-02-18,0.5584562996594779,0.5302833376657136,0,0
2009-02-19,0.5524025728339008,0.5079282557837276,0,0
2009-02-20,0.5470298902762013,0.49077203015336623,0,0
2009-02-23,0.5275066212637154,0.4811541460878607,0,0
2009-02-24,0.5474839197881195,0.518325968286977,0,0
2009-02-25,0.543170639424896,0.5357421367299194,0,0
2009-02-26,0.5343170639424896,0.5682349883025735,0,0
2009-02-27,0.522360953461975,0.5632960748635301,0,0
2009-03-02,0.4988270904275445,0.521705224850533,0,0
2009-03-03,0.49511918274687855,0.5180660254743956,0,0
2009-03-04,0.506848278471434,0.47595528983623603,0,0
2009-03-05,0.4861142640938327,0.4094099298154406,0,0
2009-03-06,0.4870223231176693,0.39277358981024174,0,0
2009-03-09,0.48127128263337116,0.3919937613724981,0,0
2009-03-10,0.5099508134695422,0.48089420327527943,0,0
2009-03-11,0.5132803632236095,0.5029893423446842,0,0
2009-03-12,0.5334846765039727,0.572134130491292,0,0
2009-03-13,0.5376466136965569,0.585651156745516,0,0
2009-03-16,0.536057510404843,0.5692747595528983,0,0
2009-03-17,0.5524025728339008,0.6199636080062387,0,0
2009-03-18,0.5648127128263337,0.6683129711463478,0,0
2009-03-19,0.5577752553916003,0.6152846373797766,0,0
2009-03-20,0.5458948164964056,0.5708344164283858,0,0
2009-03-23,0.5850926976920166,0.7114634780348323,0,0
2009-03-24,0.5735906167234203,0.6508968027034052,0,0
2009-03-25,0.5796443435489973,0.7041850792825578,0,0
2009-03-26,0.5914491108588724,0.7174421627242007,0,0
2009-03-27,0.580779417328793,0.6755913698986222,0,0
2009-03-30,0.5607264472190692,0.6126852092539642,0,0
2009-03-31,0.5659477866061294,0.6553158305172863,0,0
2009-04-01,0.576844494892168,0.6937873667793086,0,0
2009-04-02,0.5937192584184638,0.6956069664673772,0,0
2009-04-03,0.5996216420734014,0.7231609046009878,0,0
2009-04-06,0.5949300037835793,0.6966467377177021,0,0
2009-04-07,0.581082103670072,0.67299194177281,0,0
2009-04-08,0.587362845251608,0.6774109695866909,0,0
2009-04-09,0.6106696935300795,0.8089420327527944,0,0
2009-04-13,0.6108210367007189,0.8323368858851053,0,0
2009-04-14,0.6003026863412788,0.7582531842994542,0,0
2009-04-15,0.6066590995081347,0.8042630621263323,0,0
2009-04-16,0.6155883465758607,0.820899402131531,0,0
2009-04-17,0.619750283768445,0.8214192877566936,0,0
2009-04-20,0.5937192584184638,0.7332986742916558,0,0
2009-04-21,0.6053726825576996,0.8034832336885885,0,0
2009-04-22,0.6016647748770337,0.7878866649337146,0,0
2009-04-23,0.6075671585319713,0.8203795165063686,0,0
2009-04-24,0.6167234203556564,0.8245386015076683,0,0
2009-04-27,0.6108967082860386,0.809721861190538,0,0
2009-04-28,0.608929247067726,0.8099818040031194,0,0
2009-04-29,0.6219447597427166,0.8515726540161165,0,0
2009-04-30,0.6220961029133559,0.815180660254744,0,0
2009-05-01,0.6255013242527431,0.8024434624382636,0,0
2009-05-04,0.6467650397275823,0.8840655055887704,0,0
2009-05-05,0.6445705637533107,0.8601507668312972,0,0
2009-05-06,0.6556942867953084,0.919417728099818,0,0
2009-05-07,0.6466136965569429,0.8702885365219651,0,0
2009-05-08,0.6616723420355656,0.9617884065505589,0,0
2009-05-11,0.6493378736284525,0.8851052768390953,0,0
2009-05-12,0.6473704124101399,0.87340785027294,0,0
2009-05-13,0.6311010215664018,0.840914998700286,0,0
2009-05-14,0.6364737041241013,0.877826878086821,0,0
2009-05-15,0.631328036322361,0.862230309331947,0,0
2009-05-18,0.6492622020431328,0.9201975565375617,0,0
2009-05-19,0.6484298146046159,0.884585391213933,0,0
2009-05-20,0.6441165342413924,0.853392253704185,0,0
2009-05-21,0.6348846008323874,0.8619703665193656,0,0
2009-05-22,0.6335225122966326,0.8500129971406292,0,0
2009-05-26,0.6497162315550511,0.9025214452820379,0,0
2009-05-27,0.6381384790011351,0.8559916818299974,0,0
2009-05-28,0.6470677260688612,0.9051208734078503,0,0
2009-05-29,0.6584941354521376,0.9113595009097999,0,0
2009-06-01,0.6744608399545969,0.8918637899662075,0,0
2009-06-02,0.674990541051835,0.852092539641279,0,0
2009-06-03,0.6664396519107074,0.8393553418247985,0,0
2009-06-04,0.6727203934922437,0.8731479074603589,0,0
2009-06-05,0.672871736662883,0.853392253704185,0,0
2009-06-08,0.6700718880060537,0.8741876787106837,0,0
2009-06-09,0.6734771093454408,0.8708084221471276,0,0
2009-06-10,0.671812334468407,0.8604107096438784,0,0
2009-06-11,0.6747635262958759,0.8630101377696908,0,0
2009-06-12,0.6766553159288687,0.867689108396153,0,0
2009-06-15,0.6611426409383276,0.8398752274499611,0,0
2009-06-16,0.6521377222852819,0.8273979724460618,0,0
2009-06-17,0.6515323496027241,0.8084221471276319,0,0
2009-06-18,0.6562996594778661,0.8440343124512607,0,0
2009-06-19,0.6587211502080969,0.864569794645178,0,0
2009-06-22,0.6389708664396518,0.811801403691188,0,0
2009-06-23,0.6394248959515701,0.8292175721341305,0,0
2009-06-24,0.6449489216799092,0.8263582011957369,0,0
2009-06-25,0.6590238365493757,0.843254484013517,0,0
2009-06-26,0.6572833900870223,0.8507928255783727,0,0
2009-06-29,0.6634127884979191,0.8546919677670913,0,0
2009-06-30,0.6580401059402193,0.8424746555757733,0,0
2009-07-01,0.6607642830117291,0.835196256823499,0,0
2009-07-02,0.6427544457056374,0.7982843774369639,0,0
2009-07-06,0.6426787741203178,0.806342604626982,0,0
2009-07-07,0.6301929625425653,0.8115414608786067,0,0
2009-07-08,0.6298146046159667,0.8092019755653757,0,0
2009-07-09,0.6310253499810821,0.8315570574473615,0,0
2009-07-10,0.6295119182746878,0.7998440343124513,0,0
2009-07-13,0.6447975785092697,0.8585911099558098,0,0
2009-07-14,0.6485054861899356,0.8583311671432285,0,0
2009-07-15,0.6674233825198638,0.8968027034052509,0,0
2009-07-16,0.6663639803253878,0.8936833896542762,0,0
2009-07-17,0.6737041241013999,0.9123992721601248,0,0
2009-07-20,0.6808172531214528,0.9147387574733559,0,0
2009-07-21,0.6839954597048807,0.9136989862230309,0,0
2009-07-22,0.6838441165342414,0.9110995580972185,0,0
2009-07-23,0.6989027620128642,0.9435924096698726,0,0
2009-07-24,0.7017782822550132,0.9378736677930855,0,0
2009-07-27,0.7038970866439651,0.9430725240447102,0,0
2009-07-28,0.7005675368898978,0.9420327527943854,0,0
2009-07-29,0.6988270904275444,0.9342344684169482,0,0
2009-07-30,0.7061672342035565,0.9516506368598908,0,0
2009-07-31,0.7071509648127128,0.9560696646737719,0,0
2009-08-03,0.7188043889519484,0.9794645178060827,0,0
2009-08-04,0.7206961785849413,0.9945412009357941,0,0
2009-08-05,0.7185773741959893,1.0335326228229789,0,0
2009-08-06,0.7148694665153235,1.0080582271900183,0,0
2009-08-07,0.7242527430949678,1.0478294775149468,0,0
2009-08-10,0.7227393113885736,1.0558877047049648,0,0
2009-08-11,0.7137343927355277,1.020015596568755,0,0
2009-08-12,0.7213772228528187,1.0441902781388095,0,0
2009-08-13,0.7269012485811578,1.0610865609565896,0,0
2009-08-14,0.721301551267499,1.0499090200155967,0,0
2009-08-17,0.7035944003026864,1.0075383415648558,0,0
2009-08-18,0.709194097616345,1.0314530803223292,0,0
2009-08-19,0.7153991676125615,1.0241746815700545,0,0
2009-08-20,0.7227393113885736,1.049389134390434,0,0
2009-08-21,0.7369655694286795,1.0800623862750194,0,0
2009-08-24,0.7368898978433598,1.063945931894983,0,0
2009-08-25,0.7383276579644342,1.0779828437743697,0,0
2009-08-26,0.7384033295497541,1.0709643878346764,0,0
2009-08-27,0.7399924328414681,1.0748635300233949,0,0
2009-08-28,0.7398410896708285,1.061606446581752,0,0
2009-08-31,0.7332576617480137,1.0751234728359762,0,0
2009-09-01,0.7171396140749148,1.0306732518845854,0,0
2009-09-02,0.7144154370034052,1.0106576553158306,0,0
2009-09-03,0.7203178206583427,1.0415908500129971,0,0
2009-09-04,0.7304578130911842,1.0473095918897843,0,0
2009-09-08,0.7367385546727203,1.0522485053288275,0,0
2009-09-09,0.742338251986379,1.0600467897062646,0,0
2009-09-10,0.74998108210367,1.0642058747075642,0,0
2009-09-11,0.7498297389330306,1.0512087340785028,0,0
2009-09-14,0.7534619750283768,1.0821419287756695,0,0
2009-09-15,0.7566401816118047,1.068364959708864,0,0
2009-09-16,0.7680665909950813,1.1044970106576555,0,0
2009-09-17,0.7669315172152856,1.112035352222511,0,0
2009-09-18,0.7673855467272038,1.11177540940993,0,0
2009-09-21,0.7654937570942111,1.1018975825318431,0,0
2009-09-22,0.7699583806280741,1.1494671172342086,0,0
2009-09-23,0.7635262958758986,1.1146347803483234,0,0
2009-09-24,0.7551267499054105,1.097478554717962,0,0
2009-09-25,0.7511161558834658,1.0798024434624383,0,0
2009-09-28,0.7645100264850548,1.108396152846374,0,0
2009-09-29,0.7622398789254635,1.1102157525344425,0,0
2009-09-30,0.7592886870979947,1.083961528463738,0,0
2009-10-01,0.7404464623533862,1.023394853132311,0,0
2009-10-02,0.7369655694286795,1.036651936573954,0,0
2009-10-05,0.7480136208853575,1.0847413569014817,0,0
2009-10-06,0.758683314415437,1.1122952950350924,0,0
2009-10-07,0.760802118804389,1.1317910059786846,0,0
2009-10-08,0.7666288308740068,1.1219131791005978,0,0
2009-10-09,0.771320469163829,1.135430205354822,0,0
2009-10-12,0.7743473325766175,1.141148947231609,0,0
2009-10-13,0.7727582292849036,1.1307512347283597,0,0
2009-10-14,0.7860007567158532,1.1679230569274759,0,0
2009-10-15,0.7888762769580022,1.1679230569274759,0,0
2009-10-16,0.7830495648883844,1.1406290616064467,0,0
2009-10-19,0.7894816496405599,1.138809461918378,0,0
2009-10-20,0.7853197124479757,1.139849233168703,0,0
2009-10-21,0.7782822550132424,1.1057967247205616,0,0
2009-10-22,0.7861520998864926,1.1320509487912658,0,0
2009-10-23,0.7772228528187665,1.1200935794125293,0,0
2009-10-26,0.7687476352629588,1.0852612425266441,0,0
2009-10-27,0.7652667423382519,1.087080842214713,0,0
2009-10-28,0.7508134695421869,1.0569274759552898,0,0
2009-10-29,0.7669315172152856,1.0982583831557058,0,0
2009-10-30,0.7446840711312901,1.0345723940733038,0,0
2009-11-02,0.7501324252743095,1.0545879906420588,0,0
2009-11-03,0.7525539160045402,1.0574473615804523,0,0
2009-11-04,0.7544457056375331,1.0452300493891344,0,0
2009-11-05,0.7683692773363602,1.0865609565895502,0,0
2009-11-06,0.7703367385546727,1.0766831297114636,0,0
2009-11-09,0.787892546348846,1.0982583831557058,0,0
2009-11-10,0.7880438895194855,1.0938393553418249,0,0
2009-11-11,0.7920544835414302,1.0977384975305433,0,0
2009-11-12,0.7840332954975406,1.0722641018975825,0,0
2009-11-13,0.7882709042754446,1.0623862750194957,0,0
2009-11-16,0.7996973136587212,1.066025474395633,0,0
2009-11-17,0.8006053726825576,1.0688848453340265,0,0
2009-11-18,0.8001513431706394,1.0743436443982324,0,0
2009-11-19,0.7897086643965191,1.0538081622043152,0,0
2009-11-20,0.7869088157396896,1.0514686768910841,0,0
2009-11-23,0.7968974650018917,1.07174421627242,0,0
2009-11-24,0.7981082103670072,1.0519885625162464,0,0
2009-11-25,0.8009080590238365,1.0441902781388095,0,0
2009-11-27,0.787892546348846,1.0236547959448923,0,0
2009-11-30,0.7905410518350359,1.0522485053288275,0,0
2009-12-01,0.8003783579265985,1.0454899922017156,0,0
2009-12-02,0.7999999999999999,1.0384715362620225,0,0
2009-12-03,0.7937192584184638,1.0252144528203795,0,0
2009-12-04,0.7982595535376465,1.0337925656355602,0,0
