,SPY,JPM,Position,Trade
2009-12-07,0.7970488081725312,1.0215752534442422,0,0
2009-12-08,0.7881952326901248,1.0205354821939172,0,0
2009-12-09,0.7911464245175935,1.020015596568755,0,0
2009-12-10,0.7956110480514567,1.0220951390694049,0,0
2009-12-11,0.7990162693908437,1.014296854691968,0,0
2009-12-14,0.804464623533863,1.0345723940733038,0,0
2009-12-15,0.8006810442678773,1.0119573693787367,0,0
2009-12-16,0.8018917896329928,1.0244346243826357,0,0
2009-12-17,0.7922814982973894,0.9974005718741876,0,0
2009-12-18,0.7967461218312524,1.0140369118793866,0,0
2009-12-21,0.8048429814604615,1.0376917078242787,0,0
2009-12-22,0.8077941732879304,1.0387314790746036,0,0
2009-12-23,0.8093832765796443,1.0293735378216793,0,0
2009-12-24,0.8131668558456299,1.0374317650116973,0,0
2009-12-28,0.8149073023079833,1.0332726800103977,0,0
2009-12-29,0.8137722285281876,1.0275539381336107,0,0
2009-12-30,0.8134695421869088,1.0285937093839355,0,0
2009-12-31,0.8056753688989784,1.0319729659474917,0,0
