,SPY,JPM
2008-01-02,,
2008-01-03,,
2008-01-04,,
2008-01-07,,
2008-01-08,,
2008-01-09,,
2008-01-10,,
2008-01-11,,
2008-01-14,,
2008-01-15,-1.2338548158456688,-1.567447522709439
2008-01-16,-1.4180729501153553,0.6491363037805769
2008-01-17,-2.015914535257811,-0.6245664153128159
2008-01-18,-1.6775394946213875,-0.9023039644031426
2008-01-22,-1.4857055759664435,0.46016675837582943
2008-01-23,-0.6656581770287646,2.2831030781907673
2008-01-24,-0.31994617383793256,1.4245841944243887
2008-01-25,-0.6218666551259958,0.7637074358489048
2008-01-28,0.045284675218031735,1.192260468435254
2008-01-29,0.5317633056490687,1.385471585810691
2008-01-30,0.3358156369363114,1.1154602301249326
2008-01-31,1.4020220873349194,0.9263124335042326
2008-02-01,1.592019484156835,0.9819809133854669
2008-02-04,0.816022642283822,0.22336979540958407
2008-02-05,-0.6955348676535172,-1.1655753434526932
2008-02-06,-1.0712768719332308,-1.0348477618818217
2008-02-07,-0.6516615358813076,-0.34419759830012875
2008-02-08,-0.9945786891048125,-1.021329526656118
2008-02-11,-0.6448006434477044,-1.0362327481605036
2008-02-12,-0.13177810908630347,-0.8522229275201779
2008-02-13,0.3420849768364648,-0.3669998568307812
2008-02-14,-0.035792187894777866,-0.9199185074639098
2008-02-15,0.19787877828675415,-0.5491638060842159
2008-02-19,0.7650868863605592,-0.9140490167699471
2008-02-20,0.8811221824083102,-0.4273970870408644
2008-02-21,-0.08870832598670622,-0.4357971109677035
2008-02-22,0.4819219203326154,1.1034865728411503
2008-02-25,1.6469732765710838,1.1814936726538638
2008-02-26,1.8175240496916827,0.5726150378973999
2008-02-27,1.2880550267002935,1.3330842452427367
2008-02-28,0.3507706776759247,-1.182901299008045
2008-02-29,-1.3799617622186946,-2.0224709199557656
2008-03-03,-1.298960981382127,-1.7166517884278631
2008-03-04,-1.2519339888534127,-1.478437219453206
2008-03-05,-0.750964224542545,-1.2697332347331556
2008-03-06,-1.4570467369615026,-1.3407987779735346
2008-03-07,-1.4241806491790139,-1.0215261851567916
2008-03-10,-1.4322330212240677,-1.104914291019303
2008-03-11,-0.1575272412752399,-0.223077086963797
2008-03-12,-0.38053816127410184,-0.14969711987722148
2008-03-13,-0.12012280143899745,-0.2755298502783979
2008-03-14,-0.8606807268627982,-1.209801863557915
2008-03-17,-1.1710333954327743,1.580339283532655
2008-03-18,1.0890393785099177,1.9923744013929303
2008-03-19,-0.17384288133059728,1.4219843209180063
2008-03-20,0.8474447233861239,1.7928134030096343
2008-03-24,1.451284811479988,1.4509875569617368
2008-03-25,1.2191516439734238,1.0907115667674718
2008-03-26,0.5514675195237655,0.5113838853894555
2008-03-27,0.32416478836315704,0.10989738893295121
2008-03-28,-0.1476083518415751,-0.05896523631081045
2008-03-31,-0.09705756502764262,-0.284225850997188
2008-04-01,1.5429387796172238,1.2971496865782999
2008-04-02,1.2178849312827253,0.9149039761771547
2008-04-03,1.1512708457059382,0.7776316628519847
2008-04-04,0.8826121140747262,0.4277032681141171
2008-04-07,0.7727527855160582,0.45350712510348307
2008-04-08,0.6202392749738338,0.14828239915548452
2008-04-09,0.1705221863554317,-0.17111538425821804
2008-04-10,0.13019693761778278,-0.5262246055411516
2008-04-11,-1.242816885767666,-1.3289145356127847
2008-04-14,-1.7334583836255613,-1.6343537236832297
2008-04-15,-1.215339767797807,-1.0566424779847414
2008-04-16,0.601781822976245,0.4679391475367562
2008-04-17,0.7005740415925047,0.6718419400872675
2008-04-18,1.200588405105523,1.02419607230238
2008-04-21,1.06563271285444,0.7481303296327891
2008-04-22,0.7351716085003481,0.9111333348659053
2008-04-23,0.555861753118228,0.5676319204191935
2008-04-24,0.6696169451263506,1.2345998061764727
2008-04-25,0.9471057696533721,1.2923523180273928
2008-04-28,0.8649698314950716,0.9828975582731807
2008-04-29,0.6497791049633036,0.8263661987025147
2008-04-30,-0.24641600764878563,1.0591781868994872
2008-05-01,1.8784381097243688,1.6653877253476799
2008-05-02,1.5233595774861781,1.0337120389177852
2008-05-05,0.8695300910123482,0.486700456991091
2008-05-06,1.2615185827055766,0.49497137171608496
2008-05-07,-0.33531373511252915,-1.2283664407244639
2008-05-08,-0.6721750924350751,-1.4420536268304869
2008-05-09,-0.7774975865806095,-0.8005557580329399
2008-05-12,0.22392280416178864,-0.21652778120808328
2008-05-13,0.14996355176292364,-1.3448611561919102
2008-05-14,0.2145788356290972,-0.8440503866856418
2008-05-15,1.3498601545130495,0.07501269087507229
2008-05-16,1.213166422757888,-0.1927903250170245
2008-05-19,1.1516264214496355,-0.6014048069361584
2008-05-20,0.5113936775811704,-2.0735467354519876
2008-05-21,-0.8527372126126708,-1.857605575067349
2008-05-22,-0.8838359240311631,-1.1584920166428236
2008-05-23,-1.6478979037618138,-1.1786920130460294
2008-05-27,-0.9694062561798028,-0.70663887241619
2008-05-28,-0.5970774685977285,-0.6392023040996261
2008-05-29,-0.24311014035996228,-0.20067952215885462
2008-05-30,0.018382345503028773,-0.3579950159291075
2008-06-02,-0.5648618439704004,-0.808964020208785
2008-06-03,-0.9534091396163763,-1.3020736687712964
2008-06-04,-0.9766867031564853,-1.3555069172738727
2008-06-05,1.3281848774401548,-0.6136968130018647
2008-06-06,-1.6163136895590078,-1.9220806691757224
2008-06-09,-1.230791100565473,-2.0582692392357362
2008-06-10,-1.268306616647472,-1.2654658428234344
2008-06-11,-1.581802485908127,-1.3195402270324632
2008-06-12,-1.1099191152080663,-0.8133581738123066
2008-06-13,-0.34878085487290933,-0.07651533901924472
