,Symbol,Order,Shares,AAPL,IBM,GOOG,XOM,AAPL_stock,IBM_stock,GOOG_stock,XOM_stock,cash,equity_value,port_value,commissions,market_impact
2011-03-09,,,,350.96,161.74,591.77,81.32,0,1800,0,0,750322.7550000002,291132.0,1041454.7550000002,0.0,0.0
2011-03-10,,,,345.19,158.0,580.3,78.43,0,1800,0,0,750322.7550000002,284400.0,1034722.7550000002,0.0,0.0
2011-03-11,,,,350.49,158.4,576.71,79.14,0,1800,0,0,750322.7550000002,285120.0,1035442.7550000002,0.0,0.0
2011-03-14,,,,352.05,157.38,569.99,79.39,0,1800,0,0,750322.7550000002,283284.0,1033606.7550000002,0.0,0.0
2011-03-15,,,,343.95,155.07,569.56,78.44,0,1800,0,0,750322.7550000002,279126.0,1029448.7550000002,0.0,0.0
2011-03-16,,,,328.6,149.2,557.1,76.43,0,1800,0,0,750322.7550000002,268560.0,1018882.7550000002,0.0,0.0
2011-03-17,,,,333.21,150.35,561.36,78.21,0,1800,0,0,750322.7550000002,270630.0,1020952.7550000002,0.0,0.0
2011-03-18,,,,329.26,152.02,561.06,77.91,0,1800,0,0,750322.7550000002,273636.0,1023958.7550000002,0.0,0.0
2011-03-21,,,,337.85,153.76,576.5,79.83,0,1800,0,0,750322.7550000002,276768.0,1027090.7550000002,0.0,0.0
2011-03-22,,,,339.74,154.08,577.32,79.56,0,1800,0,0,750322.7550000002,277344.0,1027666.7550000002,0.0,0.0
2011-03-23,,,,337.74,155.57,582.16,79.6,0,1800,0,0,750322.7550000002,280026.0,1030348.7550000002,0.0,0.0
2011-03-24,,,,343.5,156.07,586.89,79.73,0,1800,0,0,750322.7550000002,280926.0,1031248.7550000002,0.0,0.0
2011-03-25,,,,350.04,158.15,579.74,80.58,0,1800,0,0,750322.7550000002,284670.0,1034992.7550000002,0.0,0.0
2011-03-28,,,,348.94,157.36,575.36,80.44,0,1800,0,0,750322.7550000002,283248.0,1033570.7550000002,0.0,0.0
2011-03-29,,,,349.46,158.84,581.73,80.23,0,1800,0,0,750322.7550000002,285912.0,1036234.7550000002,0.0,0.0
2011-03-30,,,,347.14,159.54,581.84,81.42,0,1800,0,0,750322.7550000002,287172.0,1037494.7550000002,0.0,0.0
2011-03-31,,,,347.02,159.02,586.76,81.08,0,1800,0,0,750322.7550000002,286236.0,1036558.7550000002,0.0,0.0
2011-04-01,,,,343.09,160.19,591.8,81.61,0,1800,0,0,750322.7550000002,288342.0,1038664.7550000002,0.0,0.0
2011-04-04,,,,339.73,160.17,587.68,81.79,0,1800,0,0,750322.7550000002,288306.0,1038628.7550000002,0.0,0.0
2011-04-05,,,,337.44,159.92,569.09,82.32,0,1800,0,0,750322.7550000002,287856.0,1038178.7550000002,0.0,0.0
2011-04-06,,,,336.59,159.97,574.18,82.09,0,1800,0,0,750322.7550000002,287946.0,1038268.7550000002,0.0,0.0
2011-04-07,,,,336.63,160.3,580.0,82.65,0,1800,0,0,750322.7550000002,288540.0,1038862.7550000002,0.0,0.0
2011-04-08,,,,333.63,159.98,578.16,82.83,0,1800,0,0,750322.7550000002,287964.0,1038286.7550000002,0.0,0.0
2011-04-11,,,,329.39,159.88,577.37,82.07,0,1800,0,0,750322.7550000002,287784.0,1038106.7550000002,0.0,0.0
2011-04-12,,,,330.98,159.2,570.61,80.16,0,1800,0,0,750322.7550000002,286560.0,1036882.7550000002,0.0,0.0
2011-04-13,,,,334.69,159.88,576.28,80.14,0,1800,0,0,750322.7550000002,287784.0,1038106.7550000002,0.0,0.0
2011-04-14,,,,331.0,160.87,578.51,80.41,0,1800,0,0,750322.7550000002,289566.0,1039888.7550000002,0.0,0.0
2011-04-15,,,,326.06,162.08,530.7,81.23,0,1800,0,0,750322.7550000002,291744.0,1042066.7550000002,0.0,0.0
2011-04-18,,,,330.43,161.82,526.84,80.08,0,1800,0,0,750322.7550000002,291276.0,1041598.7550000002,0.0,0.0
2011-04-19,,,,336.42,161.29,521.53,80.76,0,1800,0,0,750322.7550000002,290322.0,1040644.7550000002,0.0,0.0
2011-04-20,,,,340.95,160.66,525.73,82.54,0,1800,0,0,750322.7550000002,289188.0,1039510.7550000002,0.0,0.0
2011-04-21,,,,349.2,164.1,525.1,83.22,0,1800,0,0,750322.7550000002,295380.0,1045702.7550000002,0.0,0.0
2011-04-25,,,,351.5,163.51,525.05,83.09,0,1800,0,0,750322.7550000002,294318.0,1044640.7550000002,0.0,0.0
2011-04-26,,,,348.92,164.31,532.82,84.25,0,1800,0,0,750322.7550000002,295758.0,1046080.7550000002,0.0,0.0
2011-04-27,,,,348.65,166.14,537.76,84.59,0,1800,0,0,750322.7550000002,299052.0,1049374.7550000004,0.0,0.0
2011-04-28,,,,345.27,166.54,537.97,84.17,0,1800,0,0,750322.7550000002,299772.0,1050094.7550000004,0.0,0.0
2011-04-29,,,,348.63,166.34,544.1,84.79,0,1800,0,0,750322.7550000002,299412.0,1049734.7550000004,0.0,0.0
2011-05-02,,,,344.8,167.87,538.56,83.81,0,1800,0,0,750322.7550000002,302166.0,1052488.7550000004,0.0,0.0
2011-05-03,IBM,BUY,1500.0,346.71,168.58,533.89,82.51,0,3300,0,0,496178.45500000025,556314.0,1052492.4550000003,0.0,0.0
2011-05-04,,,,348.08,166.38,535.79,81.73,0,3300,0,0,496178.45500000025,549054.0,1045232.4550000003,0.0,0.0
2011-05-05,,,,345.27,164.28,534.27,79.62,0,3300,0,0,496178.45500000025,542124.0,1038302.4550000003,0.0,0.0
2011-05-06,,,,345.18,165.43,535.3,79.69,0,3300,0,0,496178.45500000025,545919.0,1042097.4550000003,0.0,0.0
2011-05-09,,,,346.11,165.64,537.68,80.16,0,3300,0,0,496178.45500000025,546612.0,1042790.4550000003,0.0,0.0
2011-05-10,,,,347.96,166.89,542.66,80.31,0,3300,0,0,496178.45500000025,550737.0,1046915.4550000003,0.0,0.0
2011-05-11,,,,345.75,166.03,535.45,78.62,0,3300,0,0,496178.45500000025,547899.0,1044077.4550000003,0.0,0.0
2011-05-12,,,,345.09,168.71,535.05,78.55,0,3300,0,0,496178.45500000025,556743.0,1052921.4550000003,0.0,0.0
2011-05-13,,,,339.04,166.44,529.55,78.38,0,3300,0,0,496178.45500000025,549252.0,1045430.4550000003,0.0,0.0
2011-05-16,,,,331.88,165.4,518.42,77.77,0,3300,0,0,496178.45500000025,545820.0,1041998.4550000003,0.0,0.0
2011-05-17,,,,334.7,167.01,530.46,77.93,0,3300,0,0,496178.45500000025,551133.0,1047311.4550000003,0.0,0.0
2011-05-18,,,,338.42,166.95,529.81,79.22,0,3300,0,0,496178.45500000025,550935.0,1047113.4550000003,0.0,0.0
2011-05-19,,,,339.07,167.1,531.25,79.79,0,3300,0,0,496178.45500000025,551430.0,1047608.4550000003,0.0,0.0
2011-05-20,,,,333.79,166.68,524.03,79.05,0,3300,0,0,496178.45500000025,550044.0,1046222.4550000003,0.0,0.0
2011-05-23,,,,332.97,164.82,518.39,78.18,0,3300,0,0,496178.45500000025,543906.0,1040084.4550000003,0.0,0.0
2011-05-24,,,,330.77,164.55,518.26,78.78,0,3300,0,0,496178.45500000025,543015.0,1039193.4550000003,0.0,0.0
2011-05-25,,,,335.34,164.32,519.67,79.43,0,3300,0,0,496178.45500000025,542256.0,1038434.4550000003,0.0,0.0
2011-05-26,,,,333.57,163.76,518.13,79.85,0,3300,0,0,496178.45500000025,540408.0,1036586.4550000003,0.0,0.0
2011-05-27,,,,335.97,164.07,520.9,80.08,0,3300,0,0,496178.45500000025,541431.0,1037609.4550000003,0.0,0.0
2011-05-31,,,,346.34,165.47,529.02,80.9,0,3300,0,0,496178.45500000025,546051.0,1042229.4550000003,0.0,0.0
2011-06-01,,,,344.03,163.15,525.6,79.5,0,3300,0,0,496178.45500000025,538395.0,1034573.4550000003,0.0,0.0
2011-06-02,,,,344.62,162.69,528.06,78.82,0,3300,0,0,496178.45500000025,536877.0,1033055.4550000003,0.0,0.0
2011-06-03,IBM,SELL,3300.0,341.97,161.67,523.08,78.68,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-06,,,,336.59,161.38,521.06,77.81,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-07,,,,330.62,160.34,519.03,77.53,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-08,,,,330.82,160.98,519.17,78.27,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-09,,,,330.07,161.47,516.73,78.68,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-10,,,,324.51,159.84,509.51,77.32,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-13,,,,325.2,159.83,504.73,76.79,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-14,,,,331.02,160.76,508.37,77.9,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-15,,,,325.35,159.01,502.95,76.23,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-16,,,,323.77,159.34,500.37,76.78,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-17,,,,318.89,161.07,485.02,76.58,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-20,,,,313.97,161.64,484.58,77.25,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-21,,,,323.91,162.82,493.0,78.09,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-22,,,,321.23,162.29,487.01,77.36,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-23,,,,329.81,162.72,480.22,76.02,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-24,,,,324.95,161.69,474.88,74.41,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-27,,,,330.62,164.19,482.8,75.52,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-28,,,,333.83,166.53,493.65,77.17,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-29,,,,332.61,167.05,497.57,77.78,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-06-30,,,,334.23,168.04,506.38,78.87,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-01,,,,341.79,170.97,521.03,79.48,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-05,,,,347.94,171.84,532.44,79.08,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-06,,,,350.26,174.07,535.36,79.05,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-07,,,,355.67,172.87,546.6,79.82,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-08,,,,358.17,172.88,531.99,79.88,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-11,,,,352.49,171.41,527.28,79.37,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-12,,,,352.24,170.49,534.01,79.36,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-13,,,,356.49,170.75,538.26,79.94,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-14,,,,356.24,170.66,528.94,79.7,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-15,,,,363.36,171.95,597.62,80.44,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-18,,,,372.2,171.69,594.94,80.1,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-19,,,,375.24,181.42,602.55,81.05,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-20,,,,385.25,179.89,595.35,80.73,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-21,,,,385.63,181.11,606.99,82.4,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-22,,,,391.62,181.39,618.23,82.59,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-25,,,,396.8,179.94,618.98,81.96,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-26,,,,401.69,179.19,622.52,81.77,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-27,,,,390.91,177.64,607.22,80.74,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-28,,,,390.14,178.08,610.94,78.95,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-07-29,,,,388.81,178.13,603.69,77.33,0,0,0,0,1027011.9500000002,0.0,1027011.9500000002,0.0,0.0
2011-08-01,GOOG,BUY,55.0,395.05,177.05,606.77,77.15,0,0,55,0,993462.7882500002,33372.35,1026835.1382500002,0.0,0.0
2011-08-01,GOOG,SELL,55.0,395.05,177.05,606.77,77.15,0,0,0,0,1026658.3265000002,0.0,1026658.3265000002,0.0,0.0
