,Symbol,Order,Shares,AAPL,IBM,GOOG,XOM,AAPL_stock,IBM_stock,GOOG_stock,XOM_stock,cash,equity_value,port_value,commissions,market_impact
2011-12-01,,,,386.27,187.13,613.77,78.3,10000,0,0,0,-2194940.0,3862700.0,1667760.0,0.0,0.0
2011-12-02,,,,388.03,187.34,620.36,78.3,10000,0,0,0,-2194940.0,3880299.9999999995,1685359.9999999995,0.0,0.0
2011-12-05,,,,391.33,188.5,625.65,78.95,10000,0,0,0,-2194940.0,3913300.0,1718360.0,0.0,0.0
2011-12-06,,,,389.28,190.58,623.77,79.31,10000,0,0,0,-2194940.0,3892799.9999999995,1697859.9999999995,0.0,0.0
2011-12-07,,,,387.43,191.67,623.39,79.57,10000,0,0,0,-2194940.0,3874300.0,1679360.0,0.0,0.0
2011-12-08,,,,388.99,189.23,616.05,78.38,10000,0,0,0,-2194940.0,3889900.0,1694960.0,0.0,0.0
2011-12-09,,,,391.94,192.18,627.42,79.82,10000,0,0,0,-2194940.0,3919400.0,1724460.0,0.0,0.0
2011-12-12,,,,390.16,189.83,625.39,78.56,10000,0,0,0,-2194940.0,3901600.0000000005,1706660.0000000005,0.0,0.0
2011-12-13,,,,387.15,188.81,625.63,79.03,10000,0,0,0,-2194940.0,3871500.0,1676560.0,0.0,0.0
2011-12-14,,,,378.56,186.41,618.07,77.96,10000,0,0,0,-2194940.0,3785600.0,1590660.0,0.0,0.0
2011-12-15,,,,377.32,185.18,619.54,78.54,10000,0,0,0,-2194940.0,3773200.0,1578260.0,0.0,0.0
2011-12-16,,,,379.39,181.32,625.96,78.67,10000,0,0,0,-2194940.0,3793900.0,1598960.0,0.0,0.0
2011-12-19,,,,380.58,180.65,621.83,78.05,10000,0,0,0,-2194940.0,3805800.0,1610860.0,0.0,0.0
2011-12-20,AAPL,SELL,1200.0,394.26,184.95,630.37,80.47,8800,0,0,0,-1724193.56,3469488.0,1745294.44,0.0,2365.56
